,time (PST),fog,air temperature (C),relative humidity (%),wind speed (m/s),wind gust (m/s),wind direction (deg),rain (mm),solar radiation (kwm2),fog tips
15149,2007-05-15 15:00:00,0.0,11.66,87.5,2.54,3.366,301.8,0.0,0.445,0.0
15150,2007-05-15 15:15:00,0.0,11.31,87.7,2.916,3.34,296.2,0.0,0.486,0.0
15151,2007-05-15 15:30:00,0.0,10.65,89.8,2.932,3.508,287.7,0.0,0.385,0.0
15152,2007-05-15 15:45:00,0.0,10.28,90.3,3.213,3.544,292.0,0.0,0.335,0.0
15153,2007-05-15 16:00:00,0.0,10.01,91.1,3.084,3.704,288.6,0.0,0.257,0.0
15154,2007-05-15 16:15:00,0.0,9.56,92.0,3.279,3.815,300.4,0.0,0.208,0.0
15155,2007-05-15 16:30:00,0.0,9.18,92.8,3.124,3.837,276.2,0.0,0.181,0.0
15156,2007-05-15 16:45:00,0.0,8.76,95.1,3.294,4.059,307.4,0.0,0.155,0.0
15157,2007-05-15 17:00:00,0.0,8.36,96.6,3.486,4.315,294.6,0.0,0.097,0.0
15158,2007-05-15 17:15:00,0.0,8.2,97.3,3.892,5.361,296.6,0.0,0.066,0.0
15159,2007-05-15 17:30:00,0.0,8.15,97.7,3.525,4.142,300.2,0.0,0.051,0.0
15160,2007-05-15 17:45:00,0.0,8.08,97.9,3.824,4.34,301.6,0.0,0.04,0.0
15161,2007-05-15 18:00:00,3.7253,8.03,98.1,3.603,4.315,299.2,0.0,0.03,1.0
15162,2007-05-15 18:15:00,0.0,8.01,98.2,3.487,4.452,299.9,0.0,0.018,0.0
15163,2007-05-15 18:30:00,7.4506,7.951,98.3,3.339,4.057,294.4,0.0,0.011,2.0
15164,2007-05-15 18:45:00,3.7253,7.956,98.4,3.191,4.263,291.8,0.0,0.004,1.0
15165,2007-05-15 19:00:00,7.4506,7.942,98.5,3.374,4.41,271.0,0.0,0.001,2.0
15166,2007-05-15 19:15:00,7.4506,7.861,98.6,3.49,4.029,283.4,0.0,0.0,2.0
15167,2007-05-15 19:30:00,7.4506,7.868,98.6,3.331,4.173,290.3,0.0,0.0,2.0
15168,2007-05-15 19:45:00,7.4506,7.881,98.6,3.378,4.268,282.5,0.0,0.0,2.0
15169,2007-05-15 20:00:00,3.7253,7.877,98.7,2.781,3.164,296.3,0.0,0.0,1.0
15170,2007-05-15 20:15:00,3.7253,7.89,98.7,2.751,3.453,302.8,0.0,0.0,1.0
15171,2007-05-15 20:30:00,7.4506,7.895,98.8,2.919,3.778,301.5,0.0,0.0,2.0
15172,2007-05-15 20:45:00,3.7253,7.85,98.8,2.67,3.861,296.3,0.0,0.0,1.0
15173,2007-05-15 21:00:00,3.7253,7.888,98.9,2.387,2.878,300.3,0.0,0.0,1.0
15174,2007-05-15 21:15:00,3.7253,7.958,98.9,1.939,2.437,301.8,0.0,0.0,1.0
15175,2007-05-15 21:30:00,3.7253,7.967,98.9,1.992,2.401,296.0,0.0,0.0,1.0
15176,2007-05-15 21:45:00,3.7253,7.949,98.9,1.917,2.458,298.8,0.0,0.0,1.0
15177,2007-05-15 22:00:00,3.7253,7.947,98.9,2.33,2.785,292.8,0.0,0.0,1.0
15178,2007-05-15 22:15:00,3.7253,7.985,99.0,2.557,3.121,286.0,0.0,0.0,1.0
15179,2007-05-15 22:30:00,3.7253,8.04,99.0,2.12,3.025,290.2,0.0,0.0,1.0
15180,2007-05-15 22:45:00,7.4506,8.06,99.0,2.254,2.773,282.0,0.0,0.0,2.0
15181,2007-05-15 23:00:00,3.7253,8.11,99.0,1.795,2.504,296.8,0.0,0.0,1.0
15182,2007-05-15 23:15:00,3.7253,8.12,99.0,1.572,2.071,309.4,0.0,0.0,1.0
15183,2007-05-15 23:30:00,3.7253,8.18,99.1,1.247,1.589,300.7,0.0,0.0,1.0
15184,2007-05-15 23:45:00,3.7253,8.28,99.0,1.396,1.694,293.3,0.0,0.0,1.0
15185,2007-05-16 00:00:00,7.4506,8.32,99.1,1.636,2.174,298.5,0.0,0.0,2.0
15186,2007-05-16 00:15:00,3.7253,8.35,99.1,1.704,2.319,299.4,0.0,0.0,1.0
15187,2007-05-16 00:30:00,3.7253,8.39,99.1,1.571,2.058,300.6,0.0,0.0,1.0
15188,2007-05-16 00:45:00,3.7253,8.44,99.1,1.588,2.053,302.9,0.0,0.0,1.0
15189,2007-05-16 01:00:00,7.4506,8.42,99.1,1.83,2.181,299.5,0.0,0.0,2.0
15190,2007-05-16 01:15:00,3.7253,8.38,99.1,1.745,2.305,302.3,0.0,0.0,1.0
15191,2007-05-16 01:30:00,7.4506,8.35,99.2,1.724,2.094,303.0,0.0,0.0,2.0
15192,2007-05-16 01:45:00,7.4506,8.4,99.2,1.802,2.432,281.6,0.0,0.0,2.0
15193,2007-05-16 02:00:00,3.7253,8.33,99.2,1.914,2.604,296.2,0.0,0.0,1.0
15194,2007-05-16 02:15:00,7.4506,8.3,99.2,1.724,2.104,280.4,0.0,0.0,2.0
15195,2007-05-16 02:30:00,7.4506,8.25,99.2,1.79,2.306,283.8,0.0,0.0,2.0
15196,2007-05-16 02:45:00,3.7253,8.24,99.2,2.097,2.768,294.1,0.0,0.0,1.0
15197,2007-05-16 03:00:00,11.176,8.14,99.3,2.288,2.997,286.2,0.0,0.0,3.0000268434756934
15198,2007-05-16 03:15:00,11.176,8.01,99.3,2.286,3.19,286.6,0.0,0.0,3.0000268434756934
15199,2007-05-16 03:30:00,7.4506,7.931,99.3,2.086,2.458,292.9,0.0,0.0,2.0
15200,2007-05-16 03:45:00,11.176,7.987,99.3,1.835,2.234,303.9,0.0,0.0,3.0000268434756934
15201,2007-05-16 04:00:00,7.4506,7.906,99.3,1.925,2.595,297.6,0.0,0.0,2.0
15202,2007-05-16 04:15:00,3.7253,7.823,99.3,1.681,2.05,291.6,0.0,0.0,1.0
15203,2007-05-16 04:30:00,7.4506,7.834,99.3,1.641,2.066,285.9,0.0,0.0,2.0
15204,2007-05-16 04:45:00,3.7253,7.85,99.4,1.604,2.197,296.0,0.0,0.0,1.0
15205,2007-05-16 05:00:00,7.4506,7.872,99.4,1.53,1.939,295.3,0.0,0.001,2.0
15206,2007-05-16 05:15:00,3.7253,7.899,99.4,1.491,1.789,289.3,0.0,0.004,1.0
15207,2007-05-16 05:30:00,7.4506,7.983,99.4,1.553,2.022,307.1,0.0,0.01,2.0
15208,2007-05-16 05:45:00,3.7253,8.07,99.4,0.946,1.542,323.6,0.0,0.022,1.0
15209,2007-05-16 06:00:00,0.0,8.23,99.4,0.741,0.892,312.4,0.0,0.031,0.0
15210,2007-05-16 06:15:00,3.7253,8.26,99.4,0.862,1.338,279.1,0.0,0.036,1.0
15211,2007-05-16 06:30:00,0.0,8.33,99.4,0.702,1.258,282.9,0.0,0.048,0.0
15212,2007-05-16 06:45:00,0.0,8.44,99.4,0.644,1.414,308.5,0.0,0.057,0.0
15213,2007-05-16 07:00:00,3.7253,8.6,99.4,0.584,1.058,338.1,0.0,0.077,1.0
15214,2007-05-16 07:15:00,0.0,8.68,99.4,0.55,1.029,303.9,0.0,0.083,0.0
15215,2007-05-16 07:30:00,0.0,8.48,99.4,1.1,1.617,288.7,0.0,0.078,0.0
15216,2007-05-16 07:45:00,0.0,8.39,99.4,1.255,1.797,284.6,0.0,0.097,0.0
15217,2007-05-16 08:00:00,3.7253,8.33,99.4,1.411,1.841,293.0,0.0,0.118,1.0
15218,2007-05-16 08:15:00,3.7253,8.36,99.4,1.435,1.875,290.2,0.0,0.138,1.0
15219,2007-05-16 08:30:00,0.0,8.39,99.4,1.554,1.952,293.3,0.0,0.159,0.0
15220,2007-05-16 08:45:00,3.7253,8.47,99.4,1.378,1.699,290.5,0.0,0.187,1.0
15221,2007-05-16 09:00:00,0.0,8.39,99.4,1.661,2.2,295.9,0.0,0.2,0.0
15222,2007-05-16 09:15:00,3.7253,8.5,99.4,1.511,1.869,296.4,0.0,0.231,1.0
15223,2007-05-16 09:30:00,0.0,8.62,99.4,1.48,1.859,297.7,0.1004,0.249,0.0
15224,2007-05-16 09:45:00,0.0,8.92,99.4,1.271,1.82,292.0,0.0,0.265,0.0
15225,2007-05-16 10:00:00,0.0,8.91,99.4,1.464,1.94,305.6,0.0,0.267,0.0
15226,2007-05-16 10:15:00,0.0,8.98,99.4,1.247,1.851,293.0,0.0,0.296,0.0
15227,2007-05-16 10:30:00,0.0,9.11,99.4,1.394,1.904,292.7,0.0,0.331,0.0
15228,2007-05-16 10:45:00,0.0,9.29,99.3,1.621,2.058,303.9,0.0,0.392,0.0
15229,2007-05-16 11:00:00,0.0,9.48,99.3,1.548,2.223,294.7,0.0,0.446,0.0
15230,2007-05-16 11:15:00,0.0,9.65,99.3,1.322,1.771,288.9,0.0,0.476,0.0
15231,2007-05-16 11:30:00,0.0,9.92,99.3,1.326,1.962,294.2,0.0,0.524,0.0
15232,2007-05-16 11:45:00,0.0,10.22,99.2,1.42,1.767,294.9,0.0,0.778,0.0
15233,2007-05-16 12:00:00,0.0,11.53,99.1,1.554,1.932,291.3,0.0,1.053,0.0
15234,2007-05-16 12:15:00,0.0,11.99,98.3,1.763,2.13,296.3,0.0,0.971,0.0
15235,2007-05-16 12:30:00,0.0,12.51,90.9,1.802,2.377,301.2,0.0,0.839,0.0
15236,2007-05-16 12:45:00,0.0,12.42,85.6,1.861,2.288,303.9,0.0,0.954,0.0
15237,2007-05-16 13:00:00,0.0,12.88,81.7,1.922,2.352,299.3,0.0,0.981,0.0
15238,2007-05-16 13:15:00,0.0,13.13,80.1,2.031,2.778,298.5,0.0,0.958,0.0
15239,2007-05-16 13:30:00,0.0,13.73,77.48,1.76,2.386,279.8,0.0,0.929,0.0
15240,2007-05-16 13:45:00,0.0,14.27,74.89,1.833,2.345,292.5,0.0,0.908,0.0
15241,2007-05-16 14:00:00,0.0,13.94,75.78,1.98,2.7,292.1,0.0,0.881,0.0
15242,2007-05-16 14:15:00,0.0,14.07,75.1,1.997,2.582,276.7,0.0,0.851,0.0
15243,2007-05-16 14:30:00,0.0,13.5,77.54,2.263,2.622,295.1,0.0,0.821,0.0
15244,2007-05-16 14:45:00,0.0,13.31,78.2,2.25,2.734,292.2,0.0,0.788,0.0
15245,2007-05-16 15:00:00,0.0,12.71,80.1,2.44,3.005,295.0,0.0,0.686,0.0
15246,2007-05-16 15:15:00,0.0,12.19,81.6,2.374,3.219,299.7,0.0,0.636,0.0
15247,2007-05-16 15:30:00,0.0,12.31,81.1,2.436,3.105,282.3,0.0,0.623,0.0
15248,2007-05-16 15:45:00,0.0,11.87,82.3,2.493,2.951,290.4,0.0,0.547,0.0
15249,2007-05-16 16:00:00,0.0,11.51,83.5,2.519,2.955,298.1,0.0,0.521,0.0
15250,2007-05-16 16:15:00,0.0,11.67,82.9,2.294,2.831,291.0,0.0,0.513,0.0
15251,2007-05-16 16:30:00,0.0,11.66,83.3,2.052,2.481,295.9,0.0,0.426,0.0
15252,2007-05-16 16:45:00,0.0,11.26,84.9,1.723,2.02,297.4,0.0,0.31,0.0
15253,2007-05-16 17:00:00,0.0,10.75,87.1,1.423,1.816,288.4,0.0,0.269,0.0
15254,2007-05-16 17:15:00,0.0,10.74,87.2,1.48,1.855,281.3,0.0,0.22,0.0
15255,2007-05-16 17:30:00,0.0,10.18,89.6,1.555,2.016,283.7,0.0,0.148,0.0
15256,2007-05-16 17:45:00,0.0,10.04,90.1,0.953,1.424,297.4,0.0,0.157,0.0
15257,2007-05-16 18:00:00,0.0,10.72,86.8,0.533,0.746,338.0,0.0,0.144,0.0
15258,2007-05-16 18:15:00,0.0,10.8,85.2,0.63,0.995,306.8,0.0,0.096,0.0
15259,2007-05-16 18:30:00,0.0,9.54,90.0,0.661,1.076,282.0,0.0,0.042,0.0
15260,2007-05-16 18:45:00,0.0,8.53,93.9,0.414,0.843,289.2,0.0,0.016,0.0
15261,2007-05-16 19:00:00,0.0,8.17,95.5,0.748,1.12,299.3,0.0,0.004,0.0
15262,2007-05-16 19:15:00,0.0,7.916,96.3,0.229,0.577,296.9,0.0,0.001,0.0
15263,2007-05-16 19:30:00,0.0,7.82,96.7,0.121,0.583,218.7,0.0,0.0,0.0
15264,2007-05-16 19:45:00,0.0,8.29,97.1,0.075,0.359,241.9,0.0,0.0,0.0
15265,2007-05-16 20:00:00,0.0,9.22,96.1,0.246,0.74,222.6,0.0,0.0,0.0
15266,2007-05-16 20:15:00,0.0,9.7,89.9,0.359,0.805,204.0,0.0,0.0,0.0
15267,2007-05-16 20:30:00,0.0,9.56,88.5,0.251,0.428,170.5,0.0,0.0,0.0
15268,2007-05-16 20:45:00,0.0,9.51,87.9,0.343,0.753,153.3,0.0,0.0,0.0
15269,2007-05-16 21:00:00,0.0,9.66,88.6,0.413,0.787,166.3,0.0,0.0,0.0
15270,2007-05-16 21:15:00,0.0,10.28,85.9,0.714,1.478,164.5,0.0,0.0,0.0
15271,2007-05-16 21:30:00,0.0,10.21,85.9,1.231,1.645,144.7,0.0,0.0,0.0
15272,2007-05-16 21:45:00,0.0,9.86,87.5,1.231,1.57,142.4,0.0,0.0,0.0
15273,2007-05-16 22:00:00,0.0,10.01,87.3,0.567,0.777,127.6,0.0,0.0,0.0
15274,2007-05-16 22:15:00,0.0,9.93,87.9,0.435,1.06,120.5,0.0,0.0,0.0
15275,2007-05-16 22:30:00,0.0,9.67,89.7,0.194,0.412,103.6,0.0,0.0,0.0
15276,2007-05-16 22:45:00,0.0,9.54,89.9,0.333,0.871,131.9,0.0,0.0,0.0
15277,2007-05-16 23:00:00,0.0,9.25,90.9,0.219,0.534,88.4,0.0,0.0,0.0
15278,2007-05-16 23:15:00,0.0,9.08,91.9,0.017,0.142,105.0,0.0,0.0,0.0
15279,2007-05-16 23:30:00,0.0,8.91,91.4,0.321,0.693,103.8,0.0,0.0,0.0
15280,2007-05-16 23:45:00,0.0,7.92,93.7,0.417,0.657,92.5,0.0,0.0,0.0
15281,2007-05-17 00:00:00,0.0,8.73,95.5,0.253,0.611,231.4,0.0,0.0,0.0
15282,2007-05-17 00:15:00,0.0,8.76,93.1,0.341,1.019,93.7,0.0,0.0,0.0
15283,2007-05-17 00:30:00,0.0,8.04,95.2,0.407,0.565,84.4,0.0,0.0,0.0
15284,2007-05-17 00:45:00,0.0,7.846,96.2,0.129,0.345,110.8,0.0,0.0,0.0
15285,2007-05-17 01:00:00,0.0,8.08,96.9,0.484,1.013,127.0,0.0,0.0,0.0
15286,2007-05-17 01:15:00,0.0,8.19,97.2,0.257,0.748,119.6,0.0,0.0,0.0
15287,2007-05-17 01:30:00,0.0,8.16,97.3,0.131,0.456,252.4,0.0,0.0,0.0
15288,2007-05-17 01:45:00,0.0,7.697,97.4,0.156,0.557,271.4,0.0,0.0,0.0
15289,2007-05-17 02:00:00,0.0,7.787,97.6,0.156,0.433,266.1,0.0,0.0,0.0
15290,2007-05-17 02:15:00,0.0,7.895,97.7,0.008,0.075,234.2,0.0,0.0,0.0
15291,2007-05-17 02:30:00,0.0,7.949,97.8,0.268,0.727,16.38,0.0,0.0,0.0
15292,2007-05-17 02:45:00,0.0,7.967,97.9,0.078,0.291,29.51,0.0,0.0,0.0
15293,2007-05-17 03:00:00,0.0,7.981,98.0,0.045,0.322,293.3,0.0,0.0,0.0
15294,2007-05-17 03:15:00,0.0,8.15,98.1,0.218,0.67,36.35,0.0,0.0,0.0
15295,2007-05-17 03:30:00,0.0,8.31,98.2,0.0,0.0,0.0,0.0,0.0,0.0
15296,2007-05-17 03:45:00,0.0,8.34,98.2,0.035,0.201,317.3,0.0,0.0,0.0
15297,2007-05-17 04:00:00,0.0,8.39,98.3,0.158,0.603,334.1,0.0,0.0,0.0
15298,2007-05-17 04:15:00,0.0,8.42,98.3,0.057,0.276,30.4,0.0,0.0,0.0
15299,2007-05-17 04:30:00,3.7253,8.51,98.3,0.092,0.461,43.44,0.0,0.0,1.0
15300,2007-05-17 04:45:00,0.0,8.47,98.4,0.395,0.766,34.55,0.0,0.0,0.0
15301,2007-05-17 05:00:00,0.0,8.53,98.4,0.166,0.599,17.77,0.0,0.001,0.0
15302,2007-05-17 05:15:00,0.0,8.6,98.5,0.067,0.5,118.8,0.0,0.005,0.0
15303,2007-05-17 05:30:00,0.0,8.58,98.5,0.022,0.096,336.0,0.0,0.012,0.0
15304,2007-05-17 05:45:00,0.0,8.68,98.5,0.314,0.688,313.0,0.0,0.019,0.0
15305,2007-05-17 06:00:00,3.7253,8.71,98.6,0.035,0.25,274.6,0.0,0.027,1.0
15306,2007-05-17 06:15:00,0.0,8.95,98.6,0.158,0.737,99.4,0.1004,0.041,0.0
15307,2007-05-17 06:30:00,0.0,8.99,98.6,0.378,0.882,148.1,0.0,0.052,0.0
15308,2007-05-17 06:45:00,0.0,9.14,98.6,0.17,0.523,159.5,0.0,0.069,0.0
15309,2007-05-17 07:00:00,0.0,9.32,98.6,0.141,0.354,60.87,0.0,0.087,0.0
15310,2007-05-17 07:15:00,0.0,9.31,98.6,0.165,0.64,205.9,0.0,0.096,0.0
15311,2007-05-17 07:30:00,0.0,9.23,98.6,0.574,0.875,237.2,0.0,0.097,0.0
15312,2007-05-17 07:45:00,0.0,9.39,98.6,0.429,0.889,192.6,0.0,0.117,0.0
15313,2007-05-17 08:00:00,0.0,9.62,98.7,0.478,1.047,151.5,0.0,0.135,0.0
15314,2007-05-17 08:15:00,0.0,9.91,98.6,0.332,0.711,6.093,0.0,0.173,0.0
15315,2007-05-17 08:30:00,0.0,10.03,98.6,0.323,0.893,199.0,0.0,0.172,0.0
15316,2007-05-17 08:45:00,0.0,10.01,98.6,0.691,1.129,199.7,0.0,0.161,0.0
15317,2007-05-17 09:00:00,0.0,9.95,98.6,0.668,0.97,229.7,0.0,0.169,0.0
15318,2007-05-17 09:15:00,0.0,9.87,98.6,0.724,1.055,270.0,0.0,0.183,0.0
15319,2007-05-17 09:30:00,0.0,10.0,98.6,0.569,0.872,273.1,0.0,0.205,0.0
15320,2007-05-17 09:45:00,0.0,10.18,98.5,0.686,0.959,274.2,0.0,0.226,0.0
15321,2007-05-17 10:00:00,0.0,10.07,98.5,1.037,1.367,288.1,0.0,0.258,0.0
15322,2007-05-17 10:15:00,0.0,10.24,98.5,0.701,1.12,295.1,0.0,0.308,0.0
15323,2007-05-17 10:30:00,3.7253,10.45,98.5,0.99,1.31,280.7,0.0,0.333,1.0
15324,2007-05-17 10:45:00,0.0,10.69,98.4,1.117,1.503,287.5,0.0,0.359,0.0
15325,2007-05-17 11:00:00,0.0,10.78,98.3,1.061,1.323,295.4,0.0,0.361,0.0
15326,2007-05-17 11:15:00,0.0,10.86,98.0,1.26,1.753,295.0,0.0,0.351,0.0
15327,2007-05-17 11:30:00,0.0,11.1,97.4,1.314,1.695,279.8,0.0,0.402,0.0
15328,2007-05-17 11:45:00,0.0,11.42,94.7,1.416,1.815,292.5,0.0,0.527,0.0
15329,2007-05-17 12:00:00,0.0,11.73,91.4,1.5,2.027,283.7,0.0,0.536,0.0
15330,2007-05-17 12:15:00,0.0,11.69,89.5,1.63,1.901,306.7,0.0,0.594,0.0
15331,2007-05-17 12:30:00,0.0,12.26,87.1,1.644,2.261,292.1,0.0,0.708,0.0
15332,2007-05-17 12:45:00,0.0,12.98,83.7,1.662,2.034,300.1,0.0,0.986,0.0
15333,2007-05-17 13:00:00,0.0,13.68,80.5,1.747,2.122,304.2,0.0,0.954,0.0
15334,2007-05-17 13:15:00,0.0,14.39,77.36,1.932,2.314,301.1,0.0,0.937,0.0
15335,2007-05-17 13:30:00,0.0,15.11,73.02,2.187,2.705,283.0,0.0,0.919,0.0
15336,2007-05-17 13:45:00,0.0,15.25,71.15,1.94,2.817,296.0,0.0,0.897,0.0
15337,2007-05-17 14:00:00,0.0,15.18,70.62,2.17,2.7,295.4,0.0,0.87,0.0
15338,2007-05-17 14:15:00,0.0,14.96,70.86,2.018,2.893,283.4,0.0,0.84,0.0
15339,2007-05-17 14:30:00,0.0,14.53,71.78,1.904,2.541,294.5,0.0,0.808,0.0
15340,2007-05-17 14:45:00,0.0,14.59,70.91,2.231,3.118,286.1,0.0,0.773,0.0
15341,2007-05-17 15:00:00,0.0,14.48,70.77,2.428,2.96,288.8,0.0,0.734,0.0
15342,2007-05-17 15:15:00,0.0,14.3,70.65,2.608,3.023,300.4,0.0,0.691,0.0
15343,2007-05-17 15:30:00,0.0,14.09,72.6,2.711,3.68,300.1,0.0,0.647,0.0
15344,2007-05-17 15:45:00,0.0,13.56,76.0,2.752,3.294,297.7,0.0,0.598,0.0
15345,2007-05-17 16:00:00,0.0,13.13,77.11,2.785,3.566,304.6,0.0,0.549,0.0
15346,2007-05-17 16:15:00,0.0,12.66,80.5,2.708,3.048,286.9,0.0,0.499,0.0
15347,2007-05-17 16:30:00,0.0,12.21,82.7,2.513,3.205,299.8,0.0,0.414,0.0
15348,2007-05-17 16:45:00,0.0,11.28,86.8,2.574,3.121,295.4,0.0,0.259,0.0
15349,2007-05-17 17:00:00,0.0,10.42,90.7,2.447,2.973,324.6,0.0,0.188,0.0
15350,2007-05-17 17:15:00,0.0,10.15,92.1,2.428,2.819,309.5,0.0,0.166,0.0
15351,2007-05-17 17:30:00,0.0,9.92,93.0,2.34,2.992,308.8,0.0,0.145,0.0
15352,2007-05-17 17:45:00,0.0,9.75,93.8,2.346,2.688,312.4,0.0,0.121,0.0
15353,2007-05-17 18:00:00,0.0,9.53,94.6,2.355,2.832,312.4,0.0,0.09,0.0
15354,2007-05-17 18:15:00,0.0,9.3,95.5,2.37,2.796,316.7,0.0,0.059,0.0
15355,2007-05-17 18:30:00,0.0,9.12,96.3,2.224,2.649,306.0,0.0,0.039,0.0
15356,2007-05-17 18:45:00,0.0,8.96,96.9,2.355,2.631,308.3,0.0,0.019,0.0
15357,2007-05-17 19:00:00,0.0,8.83,97.2,2.615,3.327,323.0,0.0,0.006,0.0
15358,2007-05-17 19:15:00,0.0,8.74,97.5,2.696,3.296,316.4,0.0,0.001,0.0
15359,2007-05-17 19:30:00,0.0,8.69,97.7,2.636,3.059,324.0,0.0,0.0,0.0
15360,2007-05-17 19:45:00,0.0,8.66,97.9,2.527,3.455,321.3,0.0,0.0,0.0
15361,2007-05-17 20:00:00,0.0,8.62,98.0,2.383,2.867,315.7,0.0,0.0,0.0
15362,2007-05-17 20:15:00,0.0,8.56,98.1,2.732,3.343,326.2,0.0,0.0,0.0
15363,2007-05-17 20:30:00,0.0,8.51,98.2,2.99,3.409,308.1,0.0,0.0,0.0
15364,2007-05-17 20:45:00,0.0,8.51,98.3,2.856,3.459,312.0,0.0,0.0,0.0
15365,2007-05-17 21:00:00,3.7253,8.52,98.4,2.214,2.541,307.9,0.0,0.0,1.0
15366,2007-05-17 21:15:00,3.7253,8.5,98.4,2.332,2.898,310.8,0.0,0.0,1.0
15367,2007-05-17 21:30:00,3.7253,8.51,98.5,1.815,2.375,319.2,0.0,0.0,1.0
15368,2007-05-17 21:45:00,3.7253,8.53,98.5,1.644,2.212,309.4,0.0,0.0,1.0
15369,2007-05-17 22:00:00,3.7253,8.5,98.5,1.538,2.156,302.6,0.0,0.0,1.0
15370,2007-05-17 22:15:00,3.7253,8.5,98.6,1.677,2.246,287.6,0.0,0.0,1.0
15371,2007-05-17 22:30:00,3.7253,8.47,98.7,1.263,1.602,307.8,0.0,0.0,1.0
15372,2007-05-17 22:45:00,0.0,8.42,98.7,0.973,1.475,331.0,0.0,0.0,0.0
15373,2007-05-17 23:00:00,3.7253,8.29,98.7,0.761,1.348,341.1,0.0,0.0,1.0
15374,2007-05-17 23:15:00,0.0,8.25,98.7,0.794,1.171,12.76,0.0,0.0,0.0
15375,2007-05-17 23:30:00,0.0,8.36,98.7,0.463,1.104,39.17,0.0,0.0,0.0
15376,2007-05-17 23:45:00,0.0,8.34,98.7,0.669,1.187,86.2,0.0,0.0,0.0
15377,2007-05-18 00:00:00,0.0,8.57,98.7,0.85,1.099,100.8,0.0,0.0,0.0
15378,2007-05-18 00:15:00,3.7253,8.83,98.7,0.866,1.855,112.3,0.0,0.0,1.0
15379,2007-05-18 00:30:00,0.0,8.86,98.8,0.907,2.076,117.7,0.0,0.0,0.0
15380,2007-05-18 00:45:00,0.0,8.9,98.7,1.102,1.521,117.1,0.0,0.0,0.0
15381,2007-05-18 01:00:00,0.0,8.79,98.8,0.739,1.155,94.3,0.0,0.0,0.0
15382,2007-05-18 01:15:00,0.0,8.65,98.7,0.577,0.907,91.4,0.0,0.0,0.0
15383,2007-05-18 01:30:00,0.0,8.68,98.7,0.802,1.124,83.5,0.0,0.0,0.0
15384,2007-05-18 01:45:00,0.0,8.88,98.8,1.141,1.354,85.9,0.0,0.0,0.0
15385,2007-05-18 02:00:00,0.0,9.07,98.8,0.715,1.187,95.1,0.0,0.0,0.0
15386,2007-05-18 02:15:00,0.0,9.24,98.7,0.386,1.06,80.2,0.0,0.0,0.0
15387,2007-05-18 02:30:00,0.0,9.3,98.8,0.335,0.644,75.86,0.0,0.0,0.0
15388,2007-05-18 02:45:00,0.0,9.32,98.8,0.587,0.89,94.7,0.0,0.0,0.0
15389,2007-05-18 03:00:00,0.0,9.36,98.8,0.498,0.737,98.0,0.0,0.0,0.0
15390,2007-05-18 03:15:00,0.0,9.32,98.8,0.558,0.789,80.8,0.0,0.0,0.0
15391,2007-05-18 03:30:00,0.0,9.34,98.8,0.45,0.645,84.6,0.0,0.0,0.0
15392,2007-05-18 03:45:00,0.0,9.24,98.8,0.496,0.629,83.5,0.0,0.0,0.0
15393,2007-05-18 04:00:00,0.0,9.07,98.8,0.41,0.586,98.7,0.0,0.0,0.0
15394,2007-05-18 04:15:00,0.0,9.16,98.8,0.326,0.529,90.1,0.0,0.0,0.0
15395,2007-05-18 04:30:00,0.0,9.34,98.8,0.446,0.789,116.7,0.0,0.0,0.0
15396,2007-05-18 04:45:00,0.0,9.32,98.9,0.464,0.941,122.5,0.0,0.0,0.0
15397,2007-05-18 05:00:00,0.0,9.35,98.9,0.031,0.212,116.0,0.0,0.001,0.0
15398,2007-05-18 05:15:00,0.0,9.33,98.9,0.128,0.701,114.1,0.0,0.006,0.0
15399,2007-05-18 05:30:00,0.0,9.43,98.9,0.174,0.856,124.8,0.0,0.011,0.0
15400,2007-05-18 05:45:00,0.0,9.59,98.9,0.124,0.665,109.8,0.0,0.017,0.0
15401,2007-05-18 06:00:00,3.7253,9.78,98.9,0.071,0.273,101.3,0.0,0.026,1.0
15402,2007-05-18 06:15:00,0.0,9.88,99.0,0.251,0.913,128.9,0.0,0.033,0.0
15403,2007-05-18 06:30:00,0.0,10.02,99.0,0.357,1.052,78.43,0.0,0.047,0.0
15404,2007-05-18 06:45:00,0.0,10.17,99.0,0.301,0.755,126.5,0.0,0.063,0.0
15405,2007-05-18 07:00:00,0.0,10.22,99.0,0.348,1.052,221.3,0.0,0.073,0.0
15406,2007-05-18 07:15:00,0.0,10.26,99.0,0.602,1.029,251.8,0.0,0.079,0.0
15407,2007-05-18 07:30:00,0.0,10.27,99.0,0.494,0.704,219.0,0.0,0.095,0.0
15408,2007-05-18 07:45:00,0.0,10.25,99.0,0.611,0.933,279.6,0.0,0.114,0.0
15409,2007-05-18 08:00:00,3.7253,10.21,99.0,0.712,1.168,284.7,0.0,0.131,1.0
15410,2007-05-18 08:15:00,0.0,10.12,99.0,0.872,1.179,288.5,0.0,0.153,0.0
15411,2007-05-18 08:30:00,0.0,10.14,99.0,0.98,1.23,278.4,0.0,0.176,0.0
15412,2007-05-18 08:45:00,0.0,10.14,99.0,0.949,1.343,300.6,0.0,0.2,0.0
15413,2007-05-18 09:00:00,3.7253,10.42,99.0,0.982,1.344,291.4,0.0,0.236,1.0
15414,2007-05-18 09:15:00,0.0,10.57,99.0,0.794,1.267,285.5,0.0,0.268,0.0
